Name,Website,Region,Source
Baldwin Iron & Metal,https://baldwinironandmetal.com,,seed:manual
Baltimore Scrap Corp.,https://baltimorescrap.com,,seed:manual
BAM Metals,https://bammetals.com,,seed:manual
Baroni Recycling,https://baronirecycling.com,,seed:manual
Battery Recyclers of America (metals accepted),https://batteryrecyclersofamerica.com,,seed:manual
Bay City Scrap,https://baycityscrap.com,,seed:manual
Bay Metals & Recycling (FL),https://baymetalsrecycling.com,SE,seed:manual
Behrens Metalworks Recycling,https://behrensrecycling.com,,seed:manual
Berman Brothers (FL),https://bermanbros.com,SE,seed:manual
Big River Recycling,https://bigriverrecycling.com,,seed:manual
Blue Star Recycling,https://bluestarrecycling.com,,seed:manual
Boise Iron & Metal,https://boiseiron.com,,seed:manual
Bridger Steel Recycling,https://bridgerrecycling.com,,seed:manual
Brink Iron & Metal,https://brinkironmetal.com,,seed:manual
Bronstein Scrap,https://bronsteinscrap.com,,seed:manual
Buffalo Iron & Metal,https://buffaloironandmetal.com,,seed:manual
C&C Scrap (SC),https://candcscrap.com,SE,seed:manual
C&C Recycling (MO),https://ccrecyclingstl.com,MW-WNC,seed:manual
C&F Metals,https://cfmetals.com,,seed:manual
C&C Metal Recycling (TN),https://ccmetalrecyclingtn.com,SE,seed:manual
Calumet Recycling,https://calumetrecycling.com,,seed:manual
Camden Recycling (AR),https://camdenrecycling.com,TXG,seed:manual
Capital City Recycling (CA),https://capitalcityrecycling.com,PAC,seed:manual
Capstone Recycling,https://capstonerecycling.com,,seed:manual
Carolina Metals (SC),https://carolinametals.com,SE,seed:manual
Carolina Recycling Company,https://carolinarecyclingcompany.com,,seed:manual
Carolina Scrap (WV),https://carolinascrapwv.com,SE,seed:manual
Carter Recycling,https://carterrecycling.com,,seed:manual
Cates Metal Recycling,https://catesmetalrecycling.com,,seed:manual
Cavalier Metals,https://cavaliermetals.com,,seed:manual
Central City Recycling (CA),https://centralcityrecycling.net,PAC,seed:manual
Central Jersey Recycling,https://centraljerseyrecycling.com,,seed:manual
Central Metals Recycling (GA),https://centralmetalsrecycling.com,SE,seed:manual
Champion Recycling,https://championrecycling.com,,seed:manual
Charleston Recycling (SC),https://charlestonrecycling.com,SE,seed:manual
Cherokee Recycling (AL),https://cherokeerecycling.com,SE,seed:manual
Chicago Industrial Metal Supply & Recycling,https://chicagoindustrialmetals.com,,seed:manual
Choice Metal Recycling,https://choicemetalrecycling.com,,seed:manual
Circle City Metal Recycling,https://circlecitymetalrecycling.com,,seed:manual
City Iron & Metal (MD),https://cityironandmetal.com,MANE,seed:manual
Citywide Metals,https://citywidemetals.com,,seed:manual
Coastal Recycling (FL),https://coastalrecycling.com,SE,seed:manual
Coastline Recycling,https://coastlinerecycling.com,,seed:manual
Columbia Recycling (SC),https://columbiarecyclingsc.com,SE,seed:manual
Columbus Metal Industries,https://columbusmetal.com,,seed:manual
Commonwealth Recycled Metals,https://commonwealthrecycledmetals.com,,seed:manual
Complete Recycling (IL),https://completerecycling.com,GL-ENC,seed:manual
Conigliaro Industries (metals accepted),https://conigliaro.com,,seed:manual
Consolidated Metal Services,https://consolidatedmetalservices.com,,seed:manual
Copper State Recycling,https://copperstaterecycling.com,,seed:manual
Corvallis Recycling,https://corvallisrecycling.com,,seed:manual
Crescent City Metal,https://crescentcitymetal.com,,seed:manual
CT Metal Industries,https://ctmetal.com,MANE,seed:manual
Dakota Metals,https://dakotametals.com,,seed:manual
Dallas Metal Recycling,https://dallasmetalrecycling.com,,seed:manual
Daytona Metals,https://daytonametals.com,,seed:manual
DC Metals,https://dcmetals.com,MANE,seed:manual
Delaware Metals,https://delawaremetals.com,,seed:manual
Delta Iron & Metal,https://deltaironandmetal.com,,seed:manual
Des Moines Iron & Metal,https://desmoinesironandmetal.com,,seed:manual
Diamond State Recycling,https://diamondstaterecycling.com,,seed:manual
Dix Metals Recycling,https://dixmetalsrecycling.com,,seed:manual
Donjon Recycling,https://donjonrecycling.com,,seed:manual
Dragon Metals,https://dragonmetals.com,,seed:manual
Duffy’s Recycling,https://duffysrecycling.com,,seed:manual
Eagle Scrap Metal,https://eaglescrapmetal.com,,seed:manual
Eagle Metal Recycling,https://eaglemetalrecycling.com,,seed:manual
East Coast Metals,https://eastcoastmetals.com,,seed:manual
Eastern Carolina Recycling,https://easterncarolinarecycling.com,,seed:manual
Eastern Metal Recycling,https://easternmetalrecycling.com,,seed:manual
Eco Metal Recycling,https://ecometalrecycling.com,,seed:manual
Eco-Tech Recycling,https://ecotechrecycling.com,,seed:manual
Edison Metals,https://edisonmetals.com,,seed:manual
El Paso Recycling,https://elpasorecycling.com,,seed:manual
Empire Recycling (NC),https://empirerecyclingnc.com,SE,seed:manual
Empire Metals Recycling (NV),https://empiremetalsnv.com,MTN,seed:manual
Endeavor Metals,https://endeavormetals.com,,seed:manual
Ennis Steel & Recycling,https://ennisrecycling.com,,seed:manual
Evergreen Metal Recycling,https://evergreenmetalrecycling.com,,seed:manual
Fayette Scrap & Salvage,https://fayettescrap.com,,seed:manual
Ferguson Metals,https://fergusonmetals.com,,seed:manual
Fidelis Metals Recycling,https://fidelismetals.com,,seed:manual
Five Star Metals,https://fivestarmetals.com,,seed:manual
Florida Scrap Metal Traders,https://floridascrapmetaltraders.com,,seed:manual
Florida Scrap Recycling,https://floridascraprecycling.com,,seed:manual
Foothill Metals,https://foothillmetals.com,,seed:manual
Force Metal Recycling,https://forcemetalrecycling.com,,seed:manual
Fort Myers Recycling,https://fortmyersrecycling.com,,seed:manual
Frontier Metal Recycling,https://frontiermetalrecycling.com,,seed:manual
Full Circle Recycling (PA),https://fullcirclerecyclingpa.com,MANE,seed:manual
Gainesville Scrap Iron,https://gainesvillescrapiron.com,,seed:manual
Gate City Recycling,https://gatecityrecycling.com,,seed:manual
Gem City Metal Recycling,https://gemcitymetalrecycling.com,,seed:manual
Genesis Recycling,https://genesisrecycling.com,,seed:manual
Georgia-Pacific Recycling (metals accepted program),https://gprecycling.com,,seed:manual
Glacier Recycling,https://glacierrecycling.com,,seed:manual
Global Metals,https://globalmetals.com,,seed:manual
Goldstar Metal Recycling,https://goldstarmetalrecycling.com,,seed:manual
Goodman Metals,https://goodmanmetals.com,,seed:manual
Grand Rapids Iron & Metal,https://grironmetal.com,,seed:manual
Gray Iron & Metal,https://grayironandmetal.com,,seed:manual
Great Northwest Recycling,https://gnwr.com,,seed:manual
"Green Metals, Inc.",https://greenmetalsinc.com,,seed:manual
Green Metal Recycling (NV),https://greenmetalrecyclingnv.com,MTN,seed:manual
Greer Recycling,https://greerrecycling.com,,seed:manual
Gulf Coast Metals,https://gulfcoastmetals.com,,seed:manual
H&H Metals Recycling (AL),https://hhmetalsrecycling.com,SE,seed:manual
Hampton Roads Metals,https://hamptonroadsmetals.com,,seed:manual
Hartford Scrap Metal,https://hartfordscrapmetal.com,,seed:manual
Hawaii Metal Recycling,https://hawaiimetalrecycling.com,,seed:manual
Helena Recycling,https://helenarecycling.com,,seed:manual
Hi-Tech Recycling,https://hitechrecycling.com,PAC,seed:manual
High Desert Metals,https://highdesertmetals.com,,seed:manual
Hill Country Recycling,https://hillcountryrecycling.com,,seed:manual
Holland Recycling (MI),https://hollandrecycling.com,GL-ENC,seed:manual
Horizon Metal Recycling,https://horizonmetalrecycling.com,,seed:manual
Houston Metal Recycling,https://houstonmetalrecycling.com,,seed:manual
Humboldt Scrap,https://humboldtscrap.com,,seed:manual
Hurricane Metals,https://hurricanemetals.com,,seed:manual
Hybar Metals Recycling,https://hybarrecycling.com,,seed:manual
Ironton Recycling,https://irontonrecycling.com,,seed:manual
J & J Recycling,https://jandjrecycling.com,,seed:manual
J&B Recycling,https://jbrecycling.com,,seed:manual
Jernberg Metals Recycling,https://jernbergrecycling.com,,seed:manual
Jet Metals,https://jetmetals.com,,seed:manual
JM Green & Sons,https://jmgreenscrap.com,,seed:manual
Joplin Recycling Center,https://joplinrecyclingcenter.com,,seed:manual
JT Metals,https://jtmetals.com,,seed:manual
Kalamazoo Scrap,https://kalamazooscrap.com,,seed:manual
Kane Metals,https://kanemetals.com,,seed:manual
Kaysville Recycling,https://kaysvillerecycling.com,,seed:manual
Keystone Scrap,https://keystonescrap.com,,seed:manual
King Scrap Metals,https://kingscrapmetals.com,,seed:manual
Kirkland Metal Recycling,https://kirklandmetalrecycling.com,,seed:manual
Knox Metals,https://knoxmetals.com,,seed:manual
Kodiak Metals Recycling,https://kodiakmetalsrecycling.com,,seed:manual
Kuna Metals,https://kunametals.com,,seed:manual
Lafayette Scrap,https://lafayettescrap.com,,seed:manual
Lake City Recycling (MI),https://lakecityrecycling.com,GL-ENC,seed:manual
Lakeview Metals,https://lakeviewmetals.com,,seed:manual
Lazer Metals,https://lazermetals.com,,seed:manual
Liberty Scrap Metal (OH),https://libertyscrapohio.com,GL-ENC,seed:manual
Lincoln Scrap,https://lincolnscrap.com,,seed:manual
Lone Star Recycling,https://lonestarrecycling.com,,seed:manual
Longhorn Recycling,https://longhornrecycling.com,,seed:manual
Lowcountry Metals,https://lowcountrymetals.com,,seed:manual
Lubbock Metals & Recycling,https://lubbockmetals.com,,seed:manual
Abilene Recycling,https://abilenerecycling.com,,seed:manual
Action Metal Recycling (NJ),https://actionmetalrecycling.com,MANE,seed:manual
ADA Metals,https://adametals.com,,seed:manual
Advanced Metals Recycling,https://advancedmetalsrecycling.com,,seed:manual
Alco Metals & Iron (FL),https://alcometalsiron.com,SE,seed:manual
Allied Steel & Recycling (MT),https://alliedsteel.com,MTN,seed:manual
American Recycling (UT),https://americanrecyclingutah.com,MTN,seed:manual
American Recycling (OH),https://americanrecyclingohio.com,GL-ENC,seed:manual
American Scrap Co.,https://americanscrapco.com,MTN,seed:manual
Arizona Scrap Metal Recyclers,https://arizonascrapmetalrecyclers.com,,seed:manual
Atlantic Recycling Group (MD),https://arcmd.com,MANE,seed:manual
Avenue Metal Recycling (IL),https://avenuemetal.com,GL-ENC,seed:manual
Bakersfield Recycling,https://bakersfieldrecycling.com,,seed:manual
Baltimore Recycling Center,https://baltimorerecyclingcenter.com,,seed:manual
BCR Recycling (CA),https://bcrrecycling.com,PAC,seed:manual
Benton Metal Recycling,https://bentonmetalrecycling.com,,seed:manual
Best Scrap Metal,https://bestscrapmetal.com,,seed:manual
Big Country Metals (TX),https://bigcountrymetals.com,TXG,seed:manual
Bluegrass Metals,https://bluegrassmetals.com,,seed:manual
Boise Recycling,https://boiserecycling.com,,seed:manual
Bridgeport Scrap Metal,https://bridgeportscrapmetal.com,,seed:manual
C & S Recycling (KS),https://csrecycle.com,MW-WNC,seed:manual
California Metal-X (metals),https://calmetal.com,,seed:manual
California Recycling (LA),https://californiarecycling.com,TXG,seed:manual
Capital Scrap (MI),https://capitalscrapmi.com,GL-ENC,seed:manual
Central Metal Recyclers (FL),https://centralmetalrecyclers.com,SE,seed:manual
Central Recycling (WA),https://centralrecycling.com,PAC,seed:manual
Coastal Recycling (NC),https://coastalrecyclingnc.com,SE,seed:manual
Colorado Industrial Recycling,https://coloradoindustrialrecycling.com,,seed:manual
Columbia Recycling (TN),https://columbiarecyclingtna.com,SE,seed:manual
Complete Recycling (NC),https://completerecycling.net,SE,seed:manual
Crescent City Scrap,https://crescentcityscrap.com,,seed:manual
Cumberland Recycling,https://cumberlandrecycling.com,,seed:manual
Dallas Scrap Metal Recycling,https://dallasscrapmetalrecycling.com,,seed:manual
Daytona Recycling (FL),https://daytonarecycling.com,SE,seed:manual
Delaware Recycling Center,https://delawarerecyclingcenter.com,,seed:manual
Desert Valley Recycling,https://desertvalleyrecycling.com,,seed:manual
Detroit Scrap,https://detroitscrap.com,,seed:manual
Dillon Recycling,https://dillonrecycling.com,,seed:manual
Duluth Scrap Metal,https://duluthscrapmetal.com,,seed:manual
Eastern Recycling (MA),https://easternrecycling.com,MANE,seed:manual
Eco Recycling (AZ),https://ecorecyclingaz.com,MTN,seed:manual
Empire Recycling (TN),https://empirerecyclingtntn.com,SE,seed:manual
Evergreen Scrap Metal,https://evergreenscrapmetal.com,,seed:manual
Express Metals Recycling (MN),https://expressmetalsrecycling.com,MW-WNC,seed:manual
Fair Salvage Company (MI),https://fairsalvage.com,GL-ENC,seed:manual
Farmingdale Recycling (NY),https://farmingdalerecycling.com,MANE,seed:manual
Fort Collins Recycling,https://fortcollinsrecycling.com,,seed:manual
Front Range Recycling (CO),https://frontrangerecycling.com,MTN,seed:manual
Frontier Metals (OK),https://frontiermetalsok.com,TXG,seed:manual
Full Circle Recycling (ID),https://fullcirclerecyclingidaho.com,MTN,seed:manual
G&G Auto & Metal Recycling,https://gandgrecycling.com,,seed:manual
Gaston Scrap Yards,https://gastonscrapyards.com,,seed:manual
Gateway Recycling (MO),https://gatewayrecycling.com,MW-WNC,seed:manual
Georgia Metals (GA),https://georgiametals.com,SE,seed:manual
Goldsboro Metal Recycling,https://goldsboroscrapmetal.com,,seed:manual
Great American Metal Recycling,https://greatamericanmetalrecycling.com,,seed:manual
Green Team Recycling (NV),https://greenteamrecyclingnv.com,MTN,seed:manual
Greenway Metal Recycling (IL),https://greenwaymetalrecycling.com,GL-ENC,seed:manual
Greer Metal Recycling (SC),https://greermetalrecycling.com,SE,seed:manual
Gulf Coast Scrap (FL),https://gulfcoastscrap.com,SE,seed:manual
H&H Metals (TX),https://hhmetals.com,TXG,seed:manual
Harrisburg Metal Recycling,https://harrisburgmetalrecycling.com,,seed:manual
Hines Recycling,https://hinesrecycling.com,,seed:manual
Hoboken Scrap Metal,https://hobokenscrapmetal.com,,seed:manual
Hood River Recycling (OR),https://hoodriverrecycling.com,PAC,seed:manual
Hughes Metal,https://hughesmetal.com,,seed:manual
Huntsville Recycling (TX),https://huntsvillerecycling.com,TXG,seed:manual
IMC Recycling (OK),https://imcrecycling.com,TXG,seed:manual
Independence Recycling (OH),https://independencerecycling.com,GL-ENC,seed:manual
Independent Recycling Services (IL),https://independentrecycling.com,GL-ENC,seed:manual
Interwest Recycling (WA),https://interwestrecycling.com,PAC,seed:manual
Jack Engle & Co. (metals),https://jackengleco.com,MTN,seed:manual
Jax Scrap Metal,https://jaxscrapmetal.com,,seed:manual
Jersey City Scrap,https://jerseycityscrap.com,,seed:manual
Johnson Scrap (IA),https://johnsonscrap.com,MW-WNC,seed:manual
Joplin Recycling,https://joplinrecycling.com,,seed:manual
JR’s Recycling (AL),https://jrsrecycling.com,SE,seed:manual
Kansas City Recycling Center,https://kansascityrecyclingcenter.com,,seed:manual
Keystone Recycling (PA),https://keystonerecycling.com,MANE,seed:manual
King County Scrap,https://kingcountyscrap.com,,seed:manual
Knoxville Metal Recycling,https://knoxvillemetalrecycling.com,,seed:manual
Lakeview Recycling (IL),https://lakeviewrecycling.com,GL-ENC,seed:manual
Lawton Metal Recycling (OK),https://lawtonmetalrecycling.com,TXG,seed:manual
Leeds Recycling (AL),https://leedsrecycling.com,SE,seed:manual
Liberty Scrap (PA),https://libertyscrappa.com,MANE,seed:manual
Lincoln Metals,https://lincolnmetals.com,,seed:manual
Linden Recycling (NJ),https://lindenrecycling.com,MANE,seed:manual
Long Beach Recycling,https://lbrecycling.com,,seed:manual
Louisiana Scrap Metal,https://louisianascrapmetal.com,,seed:manual
Macon Metal,https://maconmetal.com,,seed:manual
Madison Metals Recycling (AL),https://madisonmetalsrecycling.com,SE,seed:manual
Main Street Recycling (CA),https://mainstreetrecycling.com,PAC,seed:manual
Manchester Recycling,https://manchesterrecycling.com,,seed:manual
Mankato Recycling Center,https://mankatorecycling.com,,seed:manual
Marin Recycling (CA),https://marinrecycling.org,PAC,seed:manual
Marshall Recycling,https://marshallrecycling.com,,seed:manual
Metal Monkey Recycling,https://metalmonkeyrecycling.com,,seed:manual
Metals USA Recycling,https://metalsusarecycling.com,,seed:manual
Metro Metals Northwest,https://metrometalsnw.com,,seed:manual
Mid America Recycling,https://midamericarecycling.com,,seed:manual
Midwest Recycling Center (MO),https://midwrc.net,MW-WNC,seed:manual
Mill Creek Metals,https://millcreekmetals.com,,seed:manual
Minnesota Recycling,https://minnesotarecycling.com,,seed:manual
Mobile Bay Metals,https://mobilebaymetals.com,,seed:manual
Monarch Recycling,https://monarchrecycling.com,,seed:manual
Monroe Scrap,https://monroescrap.com,,seed:manual
Montana Recycling,https://montanarecycling.com,,seed:manual
Mountain State Metals,https://mountainstatemetals.com,,seed:manual
Napa Recycling & Waste Services (metals accepted),https://naparecycling.com,,seed:manual
Nashua Recycling,https://nashuarecycling.com,,seed:manual
National City Recycling,https://nationalcityrecycling.com,,seed:manual
Nevada Recycling,https://nevadarecycling.com,,seed:manual
New Braunfels Recycling,https://newbraunfelsrecycling.com,,seed:manual
New Mexico Metals,https://newmexicometals.com,,seed:manual
North County Recycling (CA),https://northcountyrecycling.com,PAC,seed:manual
Northwest Recycling (WA),https://northwestrecycling.com,PAC,seed:manual
NOVA Metal Recycling,https://novametalrecycling.com,,seed:manual
1st Choice Recycling,https://1stchoicerecycling.com,,seed:manual
4G Metals Recycling,https://4gmetals.com,,seed:manual
AAA Metals Recycling,https://aaametalsrecycling.com,,seed:manual
ACE Metal Recycling (WA),https://acemetalrecycling.com,PAC,seed:manual
Action Recycling (CO),https://actionrecyclingcenter.com,MTN,seed:manual
Advanced Recycling (WI),https://advancedrecycling.com,GL-ENC,seed:manual
Alco Iron & Metal (NV),https://alcoironandmetal.com,MTN,seed:manual
All County Recycling,https://allcountyrecycling.com,,seed:manual
All Green Metals,https://allgreenmetals.com,,seed:manual
All South Recycling,https://allsouthrecycling.com,,seed:manual
Allied Metal Recycling (IL),https://alliedmetalrecycling.com,GL-ENC,seed:manual
Alpha Recycling (NY),https://alpharecycling.com,MANE,seed:manual
American Dismantling & Metals,https://americandismantling.com,,seed:manual
American Iron & Metal (AZ),https://americanironmetalaz.com,MTN,seed:manual
American Metal Recycling (MO),https://americanmetalrecycling.com,MW-WNC,seed:manual
AmeriScrap Metal,https://ameriscrapmetal.com,,seed:manual
Anchor Iron & Metals,https://anchorironmetals.com,,seed:manual
Andrews Metals,https://andrewsmetals.com,,seed:manual
Appalachian Recycling (TN),https://appalachianrecycling.com,SE,seed:manual
Arizona Central Metal,https://arizonacentralmetal.com,,seed:manual
Arundel Recycling,https://arundelrecycling.com,,seed:manual
Atlanta Metal & Iron,https://atlantametalandiron.com,,seed:manual
Atlas Iron & Metal (OH),https://atlasironohio.com,GL-ENC,seed:manual
Austin Recycling (NV),https://austinrecyclingnv.com,MTN,seed:manual
B&M Metals,https://bandmmetals.com,,seed:manual
Baldwin Recycling (FL),https://baldwinrecycling.com,SE,seed:manual
Bay Metals & Fabrication (scrap intake),https://baymetals.com,,seed:manual
Beacon Metal,https://beaconmetal.com,,seed:manual
Beaver Falls Scrap,https://beaverfallsscrap.com,,seed:manual
Big Red Metals,https://bigredmetals.com,,seed:manual
Black Diamond Recycling,https://blackdiamondrecycling.com,,seed:manual
Blue Ridge Metals Recycling,https://blueridgemetalsrecycling.com,,seed:manual
Blue Sky Recycling,https://blueskyrecycling.com,,seed:manual
Boise Valley Scrap,https://boisevalleyscrap.com,,seed:manual
Boro Recycling,https://bororecycling.com,,seed:manual
Boston Scrap Metal,https://bostonscrapmetal.com,,seed:manual
Brass City Scrap,https://brasscityscrap.com,,seed:manual
Broad River Metals,https://broadrivermetals.com,,seed:manual
Broken Arrow Recycling,https://brokenarrowrecycling.com,,seed:manual
Brooklyn Scrap Metal,https://brooklynscrapmetal.com,,seed:manual
Buckeye Recycling (OH),https://buckeyerecycling.com,GL-ENC,seed:manual
Bulverde Recycling,https://bulverderecycling.com,,seed:manual
C&C Recycling (NC),https://ccrecyclingnc.com,SE,seed:manual
C&C Scrap Metal (TX),https://ccscrapmetal.com,TXG,seed:manual
California Metal Services,https://californiametalservices.com,,seed:manual
California Scrap Metals,https://californiascrapmetals.com,,seed:manual
Cambridge Iron & Metal,https://cambridgeiron.com,,seed:manual
Canyon State Metal Recycling,https://canyonstatemetalrecycling.com,,seed:manual
Cape Coral Recycling,https://capecoralrecycling.com,,seed:manual
Carolina Metals (NC),https://carolinametalsnc.com,SE,seed:manual
Carolina Recycle Center,https://carolinarecyclecenter.com,,seed:manual
Casteel Scrap,https://casteelscrap.com,,seed:manual
Central Florida Metal Recycling,https://centralfloridametalrecycling.com,,seed:manual
Certified Recycling (MN),https://certifiedrecycling.org,MW-WNC,seed:manual
Champion Metal Recycling (TX),https://championmetalrecycling.com,TXG,seed:manual
Charlottesville Recycling,https://charlottesvillerecycling.com,,seed:manual
Chattanooga Scrap,https://chattanoogascrap.com,,seed:manual
Chicago Scrap Metal,https://chicagoscrapmetal.com,,seed:manual
Cleveland Scrap (TN),https://clevelandscraptn.com,SE,seed:manual
Coast Recycling (OR),https://coastrecycling.com,PAC,seed:manual
Colorado Iron & Metal (Greeley),https://coloradoironandmetal.com,,seed:manual
Columbia Iron & Metal (OH),https://columbiaironmetal.com,GL-ENC,seed:manual
Consolidated Metal Products,https://consolidatedmetalproducts.com,,seed:manual
Copper State Metals,https://copperstatemetals.com,,seed:manual
Cranston Scrap Metal,https://cranstonmetal.com,,seed:manual
Crossroads Recycling,https://crossroadsrecycling.com,,seed:manual
Crystal Coast Recycling,https://crystalcoastrecycling.com,,seed:manual
CT Scrap,https://ctscrap.com,MANE,seed:manual
D&M Recycling (AL),https://dmrecyclingal.com,SE,seed:manual
Dakota Plains Recycling,https://dakotaplainsrecycling.com,,seed:manual
Dallas Iron & Metal,https://dallasironandmetal.com,,seed:manual
Dayton Iron & Metal,https://daytonironmetal.com,,seed:manual
Deep South Recycling,https://deepsouthrecycling.com,,seed:manual
Delta Recycling (MI),https://deltarecycling.com,GL-ENC,seed:manual
Desert Metal Management,https://desertmetalmanagement.com,,seed:manual
Detroit Iron & Metal,https://detroitionandmetal.com,,seed:manual
Diversified Recycling (FL),https://diversifiedrecycling.com,SE,seed:manual
Dixie Scrap Metal (GA),https://dixiescrapmetal.com,SE,seed:manual
Double D Metal Recycling,https://ddmetalrecycling.com,,seed:manual
Downriver Scrap,https://downriverscrap.com,,seed:manual
E-Z Recycling (IA),https://ezrecyclingia.com,MW-WNC,seed:manual
Eagle Steel & Recycling,https://eaglesteelandrecycling.com,,seed:manual
Earthwise Recycling,https://earthwiserecycling.com,,seed:manual
East Texas Recycling,https://easttexasrecycling.com,,seed:manual
Eastside Recycling (WA),https://eastsiderecycling.com,PAC,seed:manual
Eco Green Metals,https://ecogreenmetals.com,,seed:manual
ECO Metals (TX),https://ecometals.us,TXG,seed:manual
ECO Recycling Group,https://ecorecyclinggroup.com,,seed:manual
Edison Scrap Metal,https://edisonscrapmetal.com,,seed:manual
Empire Recycling (FL),https://empirerecyclingfl.com,SE,seed:manual
Empire Scrap Metals (MI),https://empirescrapmetals.com,GL-ENC,seed:manual
Empire Steel & Recycling,https://empiresteelrecycling.com,,seed:manual
Encinitas Recycling,https://encinitasrecycling.com,,seed:manual
Escondido Recycling,https://escondidorecycling.com,,seed:manual
Everett Scrap Metal,https://everettscrapmetal.com,,seed:manual
EverGreen Recycling (TN),https://evergreenrecyclingtn.com,SE,seed:manual
Fairfield Metal,https://fairfieldmetal.com,,seed:manual
First Capital Recycling,https://firstcapitalrecycling.com,,seed:manual
Flagship Metal Recycling,https://flagshipmetalrecycling.com,,seed:manual
Florida Metal Recycling,https://floridametalrecycling.com,,seed:manual
Foothill Iron & Metals,https://foothillirons.com,,seed:manual
Forge Recycling (PA),https://forgerecycling.com,MANE,seed:manual
Four States Recycling,https://fourstatesrecycling.com,,seed:manual
Freedom Recycling (FL),https://freedomrecyclingfl.com,SE,seed:manual
Frontier Iron & Metal,https://frontierironmetal.com,,seed:manual
G&C Metals (FL),https://gandcmetalsfl.com,SE,seed:manual
Garden State Recycling,https://gardenstaterecycling.com,,seed:manual
Gem City Recycling (OH),https://gemcityrecycling.com,GL-ENC,seed:manual
General Recycling (CO),https://generalrecyclingco.com,MTN,seed:manual
Genesis Metals Recycling,https://genesismetalsrecycling.com,,seed:manual
Georgia Metal Recycling,https://georgiametalrecycling.com,,seed:manual
Gila Metal Recycling,https://gilametalrecycling.com,,seed:manual
Global Scrap Metal,https://globalscrapmetal.com,,seed:manual
Golden Bear Recycling,https://goldenbearrecycling.com,,seed:manual
Golden Gate Recycling,https://goldengaterecycling.com,,seed:manual
Good Earth Metals,https://goodearthmetals.com,,seed:manual
Grand Junction Recycling,https://grandjunctionrecycling.com,,seed:manual
Great Plains Metals,https://greatplainsmetals.com,,seed:manual
Green Coast Recycling,https://greencoastrecycling.com,,seed:manual
Green Metals (AL),https://greenmetalsal.com,SE,seed:manual
Greeneville Iron & Metals,https://greenevilleironmetals.com,,seed:manual
Grimes County Recycling,https://grimescountyrecycling.com,,seed:manual
Gulf Metals,https://gulfmetals.com,,seed:manual
H&H Scrap Metal (TX),https://hhscrapmetal.com,TXG,seed:manual
Hagerstown Recycling,https://hagerstownrecycling.com,,seed:manual
Harbor Metals,https://harbormetals.com,,seed:manual
Hawk Recycling,https://hawkrecycling.com,,seed:manual
Helix Metals,https://helixmetals.com,,seed:manual
Heritage Metal Recycling,https://heritagemetalrecycling.com,,seed:manual
High Country Recycling,https://highcountryrecycling.com,,seed:manual
Highland Recycling,https://highlandrecycling.com,,seed:manual
Hillsboro Recycling (OR),https://hillsbororecycling.com,PAC,seed:manual
Holy City Recycling,https://holycityrecycling.com,,seed:manual
Hood County Metals,https://hoodcountymetals.com,,seed:manual
Horizon Scrap,https://horizonscrap.com,,seed:manual
Huntington Scrap,https://huntingtonscrap.com,,seed:manual
Huron Recycling,https://huronrecycling.com,,seed:manual
I-15 Metal Recycling,https://i15metalrecycling.com,,seed:manual
Idaho Scrap & Recycling,https://idahoscrap.com,,seed:manual
Impact Metal Recycling,https://impactmetalrecycling.com,,seed:manual
Indy Scrap,https://indyscrap.com,,seed:manual
Inland Empire Metal Recycling,https://iemetalrecycling.com,,seed:manual
Iron Horse Recycling,https://ironhorserecycling.com,,seed:manual
Iron King Recycling,https://ironkingrecycling.com,,seed:manual
Iron Mountain Recycling,https://ironmountainrecycling.com,,seed:manual
Iron Range Recycling,https://ironrangerecycling.com,,seed:manual
Ironman Recycling,https://ironmanrecycling.com,,seed:manual
J&K Metals Recycling,https://jkmetalsrecycling.com,,seed:manual
J&P Metal Recycling,https://jpmetalrecycling.com,,seed:manual
JRC Scrap Metal,https://jrcscrapmetal.com,,seed:manual
JS Metals,https://jsmetals.com,,seed:manual
Junkyard Dogs Recycling,https://junkyarddogsrecycling.com,,seed:manual
K&S Metals,https://ksmetals.com,,seed:manual
K-Town Scrap,https://ktownscrap.com,,seed:manual
Katy Metal Recycling,https://katymetalrecycling.com,,seed:manual
Keene Recycling,https://keenerecycling.com,,seed:manual
Kerrville Recycling,https://kerrvillerecycling.com,,seed:manual
Keystone Iron & Metal,https://keystoneironandmetal.com,,seed:manual
King Metal Recycling,https://kingmetalrecycling.com,,seed:manual
Kokomo Recycling,https://kokomorecycling.com,,seed:manual
Kootenai Metals,https://kootenaimetals.com,,seed:manual
L&L Recycling,https://landlrecycling.com,,seed:manual
L&M Metals,https://lnmmetals.com,,seed:manual
Lafayette Metals,https://lafayettemetals.com,,seed:manual
Lake Norman Recycling,https://lakenormanrecycling.com,,seed:manual
Lakeland Scrap,https://lakelandscrap.com,,seed:manual
Lanier Recycling,https://lanierrecycling.com,,seed:manual
Las Cruces Recycling,https://lascrucesrecycling.com,,seed:manual
Lions Gate Metals,https://lionsgatemetals.com,,seed:manual
Little Rock Recycling,https://littlerockrecycling.com,,seed:manual
Live Oak Recycling,https://liveoakrecycling.com,,seed:manual
Logansport Recycling,https://logansportrecycling.com,,seed:manual
Lone Mountain Recycling,https://lonemountainrecycling.com,,seed:manual
Lowell Metals,https://lowellmetals.com,,seed:manual
