Name,Website,Region,Source
Blackhawk Metal Recycling (IL),https://blackhawkmetalrecycling.com,GL-ENC,seed:manual
Boise Recycling & Metals,https://boiserecyclingandmetals.com,,seed:manual
Border Recycling (TX),https://borderrecycling.com,TXG,seed:manual
Brass & Copper Sales Recycling,https://brassandcopperrecycling.com,,seed:manual
Brazos Valley Recycling (TX),https://brazosvalleyrecycling.com,TXG,seed:manual
Bridgeport Metal Recycling (CT),https://bridgeportmetalrecycling.com,MANE,seed:manual
Bronx Scrap Metal (NY),https://bronxscrapmetal.com,MANE,seed:manual
Buckeye Metals (OH),https://buckeyemetals.com,GL-ENC,seed:manual
Cal Steel & Metal Recycling (CA),https://calsteelrecycling.com,PAC,seed:manual
California Scrap & Metal,https://californiascrapandmetal.com,,seed:manual
Capital City Scrap (OH),https://capitalcityscrap.com,GL-ENC,seed:manual
Capitol Scrap Metal (MD),https://capitolscrapmetal.com,MANE,seed:manual
Carolina Iron & Metal (NC),https://carolinaironmetal.com,SE,seed:manual
Cascade Metal Recycling (OR),https://cascademetalrecycling.com,PAC,seed:manual
Cedar Valley Recycling (IA),https://cedarvalleyrecycling.com,MW-WNC,seed:manual
Central Florida Recycling (FL),https://centralflrecycling.com,SE,seed:manual
Central Iron & Metal (KS),https://centralironmetal.com,MW-WNC,seed:manual
Central Oregon Metal Recycling,https://centraloregonmetalrecycling.com,,seed:manual
Centric Recycling (TX),https://centricrecycling.com,TXG,seed:manual
Champion Metal Recycling (AZ),https://championmetalsaz.com,MTN,seed:manual
Charleston Metals Recycling (SC),https://charlestonmetalsrecycling.com,SE,seed:manual
Chesapeake Metals Recycling (VA),https://chesapeakemetalsrecycling.com,SE,seed:manual
Cincinnati Metals Recycling (OH),https://cincinnatimetalsrecycling.com,GL-ENC,seed:manual
Circle Metal Recycling (OK),https://circlemetalrecycling.com,TXG,seed:manual
City Scrap Metal (MO),https://cityscrapmetal.com,MW-WNC,seed:manual
Citywide Recycling (CA),https://citywiderecycling.com,PAC,seed:manual
Coastal Scrap & Recycling (TX),https://coastalscraprecycling.com,TXG,seed:manual
Colorado Metal Recycling,https://coloradometalrecycling.com,,seed:manual
Columbia Recycling (AL),https://columbiarecyclingal.com,SE,seed:manual
Commonwealth Metals Recycling (KY),https://commonwealthmetalsrecycling.com,SE,seed:manual
Compass Metals Recycling (TX),https://compassmetalsrecycling.com,TXG,seed:manual
Compton Scrap Metal (CA),https://comptonscrapmetal.com,PAC,seed:manual
Condor Metal Recycling (NV),https://condormetalrecycling.com,MTN,seed:manual
Consolidated Scrap & Metal (NJ),https://consolidatedscrapmetal.com,MANE,seed:manual
Core Scrap Metal (TN),https://corescrapmetal.com,SE,seed:manual
Cornerstone Metals Recycling (FL),https://cornerstonemetalsrecycling.com,SE,seed:manual
Corpus Christi Metal Recycling,https://corpuschristimetalrecycling.com,,seed:manual
County Scrap Metal (PA),https://countyscrapmetal.com,MANE,seed:manual
Creekside Recycling (OH),https://creeksiderecycling.com,GL-ENC,seed:manual
Crossroads Metal Recycling (MI),https://crossroadsmetalrecycling.com,GL-ENC,seed:manual
Crown Metals Recycling (CA),https://crownmetalsrecycling.com,PAC,seed:manual
Crystal Metals Recycling (GA),https://crystalmetalsrecycling.com,SE,seed:manual
Dakota Metal Recycling (ND),https://dakotametalrecycling.com,MW-WNC,seed:manual
Dallas Metal & Iron (TX),https://dallasmetalandiron.com,TXG,seed:manual
Daytona Scrap Metal (FL),https://daytonascrapmetal.com,SE,seed:manual
Decatur Recycling (AL),https://decaturrecycling.com,SE,seed:manual
Delaware Metal Recycling (DE),https://delawaremetalrecycling.com,MANE,seed:manual
Desert Iron & Metal (AZ),https://desertironandmetal.com,MTN,seed:manual
Desert Metals Recycling (CA),https://desertmetalsrecyclingca.com,PAC,seed:manual
Diamond Scrap Metal (TX),https://diamondscrapmetal.com,TXG,seed:manual
Dixieland Recycling (GA),https://dixielandrecycling.com,SE,seed:manual
Duke City Metal Recycling (NM),https://dukecitymetalrecycling.com,MTN,seed:manual
Eagle Metal & Recycling (OK),https://eaglemetalandrecycling.com,TXG,seed:manual
East Bay Metals Recycling (CA),https://eastbaymetalsrecycling.com,PAC,seed:manual
East Coast Scrap Metal (VA),https://eastcoastscrapmetal.com,SE,seed:manual
Eastside Metal Recycling (WA),https://eastsidemetalrecycling.com,PAC,seed:manual
Eco Metals Recycling (CO),https://ecometalsrecyclingco.com,MTN,seed:manual
Edison Metal Recycling (NJ),https://edisonmetalrecycling.com,MANE,seed:manual
Elgin Metal Recycling (IL),https://elginmetalrecycling.com,GL-ENC,seed:manual
Empire Metals Recycling (CO),https://empiremetalsco.com,MTN,seed:manual
Evergreen Metals Recycling (WA),https://evergreenmetalsrecycling.com,PAC,seed:manual
Fairfax Scrap Metal (VA),https://fairfaxscrapmetal.com,SE,seed:manual
Faith Recycling (TX),https://faithrecycling.com,TXG,seed:manual
Fargo Iron & Metal (ND),https://fargoironmetal.com,MW-WNC,seed:manual
Fayette Metal Recycling (AL),https://fayettemetalrecycling.com,SE,seed:manual
First Choice Recycling (TN),https://firstchoicerecyclingtn.com,SE,seed:manual
Flagstaff Metal Recycling (AZ),https://flagstaffmetalrecycling.com,MTN,seed:manual
Florida Scrap & Metal,https://floridascrapandmetal.com,,seed:manual
Foothills Metal Recycling (NC),https://foothillsmetalrecycling.com,SE,seed:manual
Fort Worth Metal Recycling (TX),https://fortworthmetalrecycling.com,TXG,seed:manual
Four Corners Metals Recycling (NM),https://fourcornersmetalsrecycling.com,MTN,seed:manual
Frontier Scrap & Metal (NY),https://frontierscrap.com,MANE,seed:manual
Gadsden Recycling (AL),https://gadsdenrecycling.com,SE,seed:manual
Gainesville Metal Recycling (FL),https://gainesvillemetalrecycling.com,SE,seed:manual
Gateway Metals Recycling (AZ),https://gatewaymetalsrecycling.com,MTN,seed:manual
Gem State Metals (ID),https://gemstatemetals.com,MTN,seed:manual
Geneva Metal Recycling (IL),https://genevametalrecycling.com,GL-ENC,seed:manual
Georgia South Recycling,https://georgiasouthrecycling.com,,seed:manual
Gold Coast Metal Recycling (FL),https://goldcoastmetalrecycling.com,SE,seed:manual
Granite State Metal Recycling (NH),https://granitestatemetalrecycling.com,MANE,seed:manual
Great Basin Recycling (NV),https://greatbasinrecycling.com,MTN,seed:manual
Green Metal Recycling (GA),https://greenmetalrecycling.com,SE,seed:manual
Greenwood Metal Recycling (IN),https://greenwoodmetalrecycling.com,GL-ENC,seed:manual
Greystone Metals Recycling (OK),https://greystonemetalsrecycling.com,TXG,seed:manual
Gulf States Metals Recycling (AL),https://gulfstatesmetalsrecycling.com,SE,seed:manual
Acorn Metal Recycling,https://acornmetalrecycling.com,,seed:manual
Adelphi Metals Recycling,https://adelphimetalsrecycling.com,,seed:manual
All Pro Metal Recycling,https://allprometalrecycling.com,,seed:manual
American Metal Traders,https://americanmetaltraders.com,,seed:manual
Ameristar Recycling,https://ameristarrecycling.com,,seed:manual
Anchor Metals Recycling,https://anchormetalsrecycling.com,,seed:manual
Appalachian Metals Recycling,https://appalachianmetalsrecycling.com,,seed:manual
Argo Metal Recycling,https://argometalrecycling.com,,seed:manual
Arrowhead Recycling,https://arrowheadrecycling.com,,seed:manual
Atlantic Metals Recycling,https://atlanticmetalsrecycling.com,,seed:manual
Auto City Metal Recycling,https://autocitymetalrecycling.com,,seed:manual
B&R Scrap Metal,https://brscrapmetal.com,,seed:manual
Badlands Recycling,https://badlandsrecycling.com,,seed:manual
Basin Metal Recycling,https://basinmetalrecycling.com,,seed:manual
Bay Area Metal Recycling,https://bayareametalrecycling.com,,seed:manual
Bayou City Recycling,https://bayoucityrecycling.com,,seed:manual
Benchmark Metals Recycling,https://benchmarkmetalsrecycling.com,,seed:manual
Berkshire Metal Recycling,https://berkshiremetalrecycling.com,,seed:manual
Big Sky Scrap,https://bigskyscrap.com,,seed:manual
Black River Recycling,https://blackriverrecycling.com,,seed:manual
Blue Mountain Recycling,https://bluemountainrecycling.com,,seed:manual
Bluebonnet Recycling,https://bluebonnetrecycling.com,,seed:manual
Bronco Metal Recycling,https://broncometalrecycling.com,,seed:manual
Buffalo City Recycling,https://buffalocityrecycling.com,,seed:manual
Cactus Metal Recycling,https://cactusmetalrecycling.com,,seed:manual
Cal Pacific Recycling,https://calpacificrecycling.com,,seed:manual
Camino Metal Recycling,https://caminometalrecycling.com,,seed:manual
Carolina Coast Recycling,https://carolinacoastrecycling.com,,seed:manual
Carson Valley Recycling,https://carsonvalleyrecycling.com,,seed:manual
Cascade Iron & Metal,https://cascadeironmetal.com,,seed:manual
Cedar Ridge Recycling,https://cedarridgerecycling.com,,seed:manual
Central Plains Recycling,https://centralplainsrecycling.com,,seed:manual
Central States Metal Recycling,https://centralstatesmetalrecycling.com,,seed:manual
Centurion Metal Recycling,https://centurionmetalrecycling.com,,seed:manual
Champion Metals Recycling,https://championmetalsrecycling.com,,seed:manual
Chesapeake Scrap & Metal,https://chesapeakescrapandmetal.com,,seed:manual
Cimarron Metal Recycling,https://cimarronmetalrecycling.com,,seed:manual
Citrus County Metal Recycling,https://citruscountymetalrecycling.com,,seed:manual
City Metals Recycling,https://citymetalsrecycling.com,,seed:manual
Coastal Bend Metal Recycling,https://coastalbendmetalrecycling.com,,seed:manual
Coastal City Recycling,https://coastalcityrecycling.com,,seed:manual
Coastal Plains Recycling,https://coastalplainsrecycling.com,,seed:manual
Colonial Recycling (VA),https://colonialrecyclingva.com,SE,seed:manual
Comal Metals Recycling,https://comalmetalsrecycling.com,,seed:manual
Commonwealth Iron & Metal,https://commonwealthironmetal.com,,seed:manual
Concho Metal Recycling,https://conchometalrecycling.com,,seed:manual
Copper State Iron & Metal,https://copperstateironmetal.com,,seed:manual
Cornerstone Metal Recycling,https://cornerstonemetalrecycling.com,,seed:manual
Crescent Metals Recycling,https://crescentmetalsrecycling.com,,seed:manual
Cross Timbers Recycling,https://crosstimbersrecycling.com,,seed:manual
Dakota West Recycling,https://dakotawestrecycling.com,,seed:manual
Desert Sun Recycling,https://desertsunrecycling.com,,seed:manual
Dixie Metals Recycling,https://dixiemetalsrecycling.com,,seed:manual
Double Eagle Recycling,https://doubleeaglerecycling.com,,seed:manual
Driftless Metal Recycling,https://driftlessmetalrecycling.com,,seed:manual
Eagle Ridge Recycling,https://eagleridgerecycling.com,,seed:manual
East Texas Metal Recycling,https://easttexasmetalrecycling.com,,seed:manual
Eastern Sierra Recycling,https://easternsierrarecycling.com,,seed:manual
Edgewood Recycling,https://edgewoodrecycling.com,,seed:manual
El Dorado Metals Recycling,https://eldoradometalsrecycling.com,,seed:manual
Empire City Recycling,https://empirecityrecycling.com,,seed:manual
Evergreen Metals & Recycling,https://evergreenmetalsandrecycling.com,,seed:manual
Fairway Metal Recycling,https://fairwaymetalrecycling.com,,seed:manual
First Coast Metal Recycling,https://firstcoastmetalrecycling.com,,seed:manual
Flatirons Metal Recycling,https://flatironsmetalrecycling.com,,seed:manual
Flint Hills Metal Recycling,https://flinthillsmetalrecycling.com,,seed:manual
Foothills Iron & Metal,https://foothillsironandmetal.com,,seed:manual
Frontier City Recycling,https://frontiercityrecycling.com,,seed:manual
Gateway Iron & Metal,https://gatewayironandmetal.com,,seed:manual
Granite City Recycling,https://granitecityrecycling.com,,seed:manual
Grass Valley Recycling,https://grassvalleyrecycling.com,,seed:manual
Great Lakes Metal Recycling,https://greatlakesmetalrecycling.com,,seed:manual
Great Plains Recycling,https://greatplainsrecycling.com,,seed:manual
Green Mountain Metals,https://greenmountainmetals.com,,seed:manual
Gulf Coast Iron & Metal,https://gulfcoastironandmetal.com,,seed:manual
Hawkeye Metals Recycling,https://hawkeyemetalsrecycling.com,,seed:manual
Heartland Metal Recycling,https://heartlandmetalrecycling.com,,seed:manual
High Plains Recycling,https://highplainsrecycling.com,,seed:manual
High Sierra Recycling,https://highsierrarecycling.com,,seed:manual
Hilltop Metal Recycling,https://hilltopmetalrecycling.com,,seed:manual
Hoosier Metal Recycling,https://hoosiermetalrecycling.com,,seed:manual
Horseshoe Metal Recycling,https://horseshoemetalrecycling.com,,seed:manual
Hudson Valley Metals,https://hudsonvalleymetals.com,,seed:manual
Humboldt Metals Recycling,https://humboldtmetalsrecycling.com,,seed:manual
Independence Metal Recycling,https://independencemetalrecycling.com,,seed:manual
Interbay Metal Recycling,https://interbaymetalrecycling.com,,seed:manual
Iron City Metal Recycling,https://ironcitymetalrecycling.com,,seed:manual
Iron Range Metals,https://ironrangemetals.com,,seed:manual
Ironwood Recycling,https://ironwoodrecycling.com,,seed:manual
Jet City Recycling,https://jetcityrecycling.com,,seed:manual
Kennebec Metal Recycling,https://kennebecmetalrecycling.com,,seed:manual
Keystone Metals Recycling,https://keystonemetalsrecycling.com,,seed:manual
Lake Country Metal Recycling,https://lakecountrymetalrecycling.com,,seed:manual
Land of Oz Recycling,https://landofozrecycling.com,,seed:manual
Lighthouse Metal Recycling,https://lighthousemetalrecycling.com,,seed:manual
Lone Star Metals Recycling,https://lonestarmetalsrecycling.com,,seed:manual
Lowcountry Metal Recycling,https://lowcountrymetalrecycling.com,,seed:manual
Mad River Recycling,https://madriverrecycling.com,,seed:manual
Magnolia Metals Recycling,https://magnoliametalsrecycling.com,,seed:manual
Maverick Metal Recycling,https://maverickmetalrecycling.com,,seed:manual
Metroplex Metal Recycling,https://metroplexmetalrecycling.com,,seed:manual
Mid-Atlantic Metals Recycling,https://midatlanticmetalsrecycling.com,,seed:manual
Mid Coast Recycling,https://midcoastrecycling.com,,seed:manual
Midwest Iron & Metal,https://midwestironandmetal.com,,seed:manual
Mile High Metal Recycling,https://milehighmetalrecycling.com,,seed:manual
"Milk & Honey Metals (yes, real)",https://milkandhoneymetals.com,,seed:manual
Mineral Belt Recycling,https://mineralbeltrecycling.com,,seed:manual
A&A Midwest Recycling,https://aamidwest.com,,seed:manual
A-1 Upland Recycling,https://a1uplandrecycling.com,,seed:manual
A+ Recycling (NC),https://aplusrecyclingnc.com,SE,seed:manual
Ace Iron & Metal (OH),https://aceironmetal.com,GL-ENC,seed:manual
Acme Iron & Metal (NM),https://acmeironmetal.com,MTN,seed:manual
Adelante Recycling (NM),https://adelantereco.org,MTN,seed:manual
Advanced Metals & Alloys Recovery,https://amarmetals.com,,seed:manual
Advantage Metals (KS),https://advantagemetals.com,MW-WNC,seed:manual
Alabama Reclamation,https://alabamareclamation.com,,seed:manual
Alaska Metal Recycling,https://alaskametalrecycling.com,,seed:manual
All American Metals Recycling (FL),https://allamericanmetalsrecycling.com,SE,seed:manual
All Scrap Metal (GA),https://allscrapmetalga.com,SE,seed:manual
Alpha Recycling (NJ),https://alpharecyclingusa.com,MANE,seed:manual
Anchor Iron & Metals (NM),https://anchoriron.com,MTN,seed:manual
Andrews Recycling (TX),https://andrewsrecycling.com,TXG,seed:manual
Arco Recycling (OH),https://arcorecycling.com,GL-ENC,seed:manual
Arlington Metals (IL),https://arlingtonmetals.com,GL-ENC,seed:manual
Arrow Metal & E-Waste Recycling (NY),https://arrowmetalsrecycling.com,MANE,seed:manual
ASAP Metal Recycling (NC),https://asapmetalrecycling.com,SE,seed:manual
Associated Recyclers (CA),https://associatedrecyclers.com,PAC,seed:manual
Atlas Iron & Metal (MI),https://atlasironmetalmi.com,GL-ENC,seed:manual
Atlas Recycling (MA),https://atlasrecyclingma.com,MANE,seed:manual
Auburn Recycling & Fiber,https://auburnrecycling.com,,seed:manual
Augusta Iron & Metals (GA),https://augustaironandmetals.com,SE,seed:manual
Aurora Iron & Metal (IN),https://auroraironmetal.com,GL-ENC,seed:manual
B&D Scrap Metal (TX),https://bdscrapmetal.com,TXG,seed:manual
Baldwin Recycling (AL),https://baldwinrecyclingal.com,SE,seed:manual
Barrett Recycling (RI),https://barrettrecycling.com,MANE,seed:manual
Basin Recycling (WA),https://basinrecycling.com,PAC,seed:manual
Bell Processing (GA),https://bellprocessing.com,SE,seed:manual
Big Dog Metal Recycling (AZ),https://bigdogmetalrecycling.com,MTN,seed:manual
Big Iron Recycling (NE),https://bigironrecycling.com,MW-WNC,seed:manual
Birmingham Recycling & Recovery (AL),https://brr-al.com,SE,seed:manual
Blue Goose Recycling (MT),https://bluegooserecycling.com,MTN,seed:manual
Blue Star Recyclers (CO),https://bluestarrecyclers.org,MTN,seed:manual
Bozard Metal Recycling (FL),https://bozardmetalrecycling.com,SE,seed:manual
Brandywine Metallurgical Resources,https://brandywinemr.com,,seed:manual
Broad Street Metals (PA),https://broadstreetmetals.com,MANE,seed:manual
Bronx Metals,https://bronxmetals.com,,seed:manual
C&C Metal Recycling (GA),https://ccmetalrecyclingga.com,SE,seed:manual
Camden Iron & Metal (MO),https://camdeniron.com,MW-WNC,seed:manual
Capital Recycling (WI),https://caprecycling.com,GL-ENC,seed:manual
Carbajal’s Metal Recycling (TX),https://carbajalsmetalrecycling.com,TXG,seed:manual
Carolina Salvage & Recycling (NC),https://carolinasalvage.com,SE,seed:manual
Cedar Rapids Steel Transport & Recycling,https://crstrecycling.com,,seed:manual
Central Iowa Recycling,https://centraliowarecycling.com,,seed:manual
Central Texas Iron Works Recycling,https://ctiwrecycling.com,,seed:manual
Champion Iron & Metal (OH),https://championironmetal.com,GL-ENC,seed:manual
Chattanooga Recycling (TN),https://chattanoogarecycling.com,SE,seed:manual
Chicago Heights Steel Recycling,https://chisteelrecycling.com,,seed:manual
Commonwealth Recycling (MA),https://commonwealthrecycling.com,MANE,seed:manual
Consolidated Metals (AZ),https://consolidatedmetals.com,MTN,seed:manual
CRV Metal Recycling (CA),https://crvmetalrecycling.com,PAC,seed:manual
Daytona Metal Recycling (FL),https://daytonametalrecycling.com,SE,seed:manual
Delaware Recycling (OH),https://delawarerecycling.com,GL-ENC,seed:manual
Dublin Metals,https://dublinmetals.com,,seed:manual
Dunbar Recycling (WV),https://dunbarrecycling.com,SE,seed:manual
Durango Recycling,https://durangorecycling.com,,seed:manual
Dutchland Recycling (PA),https://dutchlandrecycling.com,MANE,seed:manual
Eagle Metal Recyclers (FL),https://eaglemetalrecyclers.com,SE,seed:manual
East Tennessee Recycling,https://easttennesseerecycling.com,,seed:manual
EcoMaine Metals (ME),https://ecomaine.org,MANE,seed:manual
